Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-c9te,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,ANSWER,chosen face,not chosen face,rand_male_face1,rand_male_face2,rand_male_face3,rand_male_face4,rand_male_face5,rand_male_face6,rand_male_face7,rand_male_face8,image_male,Participant_preference,face_rating,random number,fixation_times
29,1590493158202,26/05/2020 11:39:18,1590493157837,1,26/05/2020 12:39:17,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,1,option1,choice,response_button_image,909.189999976661,Brian_Furlong_15_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
30,1590493159155,26/05/2020 11:39:19,1590493158790,1,26/05/2020 12:39:18,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,9,grey1,Zone1,continue_button,932.2499999543652,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
31,1590493159342,26/05/2020 11:39:19,1590493158990,1,26/05/2020 12:39:18,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,10,grey2,Zone1,continue_button,184.10000001313165,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
32,1590493159530,26/05/2020 11:39:19,1590493159173,1,26/05/2020 12:39:19,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,11,grey3,Zone1,continue_button,163.53000001981854,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
33,1590493159702,26/05/2020 11:39:19,1590493159350,1,26/05/2020 12:39:19,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,12,grey4,Zone1,continue_button,160.31499998643994,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
34,1590493159874,26/05/2020 11:39:19,1590493159518,1,26/05/2020 12:39:19,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,13,grey5,Zone1,continue_button,149.41499999258667,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
35,1590493160061,26/05/2020 11:39:20,1590493159701,1,26/05/2020 12:39:19,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,14,grey6,Zone1,continue_button,168.23499999009073,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
36,1590493160233,26/05/2020 11:39:20,1590493159877,1,26/05/2020 12:39:19,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,15,grey7,Zone1,continue_button,157.31999999843538,,,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
37,1590493161457,26/05/2020 11:39:21,1590493161094,1,26/05/2020 12:39:21,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,16,congratulations,rating19,response_rating_scale_likert_active,1130.8300000382587,7,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Brian_Furlong_15_oval.jpg,Google_1_Henry Gaona_5_oval.jpg,Google_1_Carlos Ogden_1_oval.jpg,Google_1_James Rainwater_9_oval.jpg,Google_1_Janet Whiteside_15_oval.jpg,Google_1_Jeffrey Rojas_9_oval.jpg,Google_1_Justin Foss_9_oval.jpg,Google_1_Albert Schafer_17_oval.jpg,,,,,
38,1590493162757,26/05/2020 11:39:22,1590493162400,1,26/05/2020 12:39:22,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,1,option1,Zone1,response_button_text,980.1399999996647,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
39,1590493162944,26/05/2020 11:39:22,1590493162590,1,26/05/2020 12:39:22,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,2,option2,Zone1,response_button_text,154.32999999029562,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
40,1590493163132,26/05/2020 11:39:23,1590493162774,1,26/05/2020 12:39:22,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,3,option3,Zone1,response_button_text,145.11500002117828,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
41,1590493163335,26/05/2020 11:39:23,1590493162942,1,26/05/2020 12:39:22,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,4,option4,Zone1,response_button_text,128.58000001870096,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
42,1590493163522,26/05/2020 11:39:23,1590493163111,1,26/05/2020 12:39:23,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,5,option5,Zone1,response_button_text,128.25499998871237,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
43,1590493163772,26/05/2020 11:39:23,1590493163418,1,26/05/2020 12:39:23,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,6,option6,Zone1,response_button_text,262.9949999973178,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
44,1590493164007,26/05/2020 11:39:24,1590493163623,1,26/05/2020 12:39:23,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,7,option7,Zone1,response_button_text,160.90499999700114,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
45,1590493164210,26/05/2020 11:39:24,1590493163848,1,26/05/2020 12:39:23,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,8,option8,Zone1,response_button_image,184.42000000504777,Google_1_Kevin Melton_1_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
46,1590493165460,26/05/2020 11:39:25,1590493165094,1,26/05/2020 12:39:25,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,16,congratulations,rating19,response_rating_scale_likert_active,1147.7600000216626,7,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_James Mcclelland_7_oval.jpg,Google_1_Cassandra Gardner_9_oval.jpg,Google_1_Josephine Sammons_13_oval.jpg,Google_1_Eric Shoulders_6_oval.jpg,Google_1_Henry Horsley_9_oval.jpg,Google_1_Kevin Volpe_3_oval.jpg,Google_1_Edward Drury_7_oval.jpg,Google_1_Kevin Melton_1_oval.jpg,,,,,
47,1590493166679,26/05/2020 11:39:26,1590493166311,1,26/05/2020 12:39:26,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,1,option1,Zone1,response_button_text,883.4400000050664,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
48,1590493166867,26/05/2020 11:39:26,1590493166510,1,26/05/2020 12:39:26,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,2,option2,Zone1,response_button_text,156.25,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
49,1590493167070,26/05/2020 11:39:27,1590493166702,1,26/05/2020 12:39:26,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,3,option3,Zone1,response_button_text,145.01999999629334,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
50,1590493167242,26/05/2020 11:39:27,1590493166886,1,26/05/2020 12:39:26,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,4,option4,Zone1,response_button_text,134.91999998223037,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
51,1590493167429,26/05/2020 11:39:27,1590493167070,1,26/05/2020 12:39:27,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,5,option5,Zone1,response_button_text,140.964999969583,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
52,1590493167664,26/05/2020 11:39:27,1590493167270,1,26/05/2020 12:39:27,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,6,option6,Zone1,response_button_text,157.44500001892447,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
53,1590493167963,26/05/2020 11:39:27,1590493167590,1,26/05/2020 12:39:27,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,7,option7,Zone1,response_button_text,255.28000004123896,See next option,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
54,1590493168197,26/05/2020 11:39:28,1590493167838,1,26/05/2020 12:39:27,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,8,option8,Zone1,response_button_image,211.07999997911975,Google_1_Jeffery Barnum_11_oval.jpg,1,1,0,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
55,1590493169615,26/05/2020 11:39:29,1590493169263,1,26/05/2020 12:39:29,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,,16,congratulations,rating19,response_rating_scale_likert_active,1324.1450000205077,7,1,0,1,0,,,,Spreadsheet1,,1,sequence,,,,Google_1_Jose Bustamante_15_oval.jpg,Google_1_Charles Robson_5_oval.jpg,Google_1_Eugene Dreyer_5_oval.jpg,Google_1_Chris Kissinger_19_oval.jpg,Google_1_Jonathan Ranson_7_oval.jpg,Google_1_Kevin Michaud_9_oval.jpg,Google_1_John Polk_15_oval.jpg,Google_1_Jeffery Barnum_11_oval.jpg,,,,,
56,1590493169677,26/05/2020 11:39:29,1590493169284,1,26/05/2020 12:39:29,17411,6,task-rq1q,,5141161,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1214x611,,Male sequence,6,Male,END TASK,,,,,27843,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
END OF FILE
