Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-c9te,Question Key,Response
27,1590493204495,26/05/2020 11:40:04,1590493203984,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-14-quantised,7
28,1590493204495,26/05/2020 11:40:04,1590493203984,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-15,7
29,1590493204495,26/05/2020 11:40:04,1590493203985,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-15-quantised,7
30,1590493204495,26/05/2020 11:40:04,1590493203985,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-16,7
31,1590493204495,26/05/2020 11:40:04,1590493203985,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-16-quantised,7
32,1590493204495,26/05/2020 11:40:04,1590493203986,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-17,7
33,1590493204495,26/05/2020 11:40:04,1590493203987,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-17-quantised,7
34,1590493204495,26/05/2020 11:40:04,1590493203988,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-18-quantised,7
35,1590493204495,26/05/2020 11:40:04,1590493203988,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-18,7
36,1590493204495,26/05/2020 11:40:04,1590493203989,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-19,7
37,1590493204495,26/05/2020 11:40:04,1590493203992,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-19-quantised,7
38,1590493204495,26/05/2020 11:40:04,1590493203993,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-20,7
39,1590493204495,26/05/2020 11:40:04,1590493203994,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-20-quantised,7
40,1590493204495,26/05/2020 11:40:04,1590493203996,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-21,7
41,1590493204495,26/05/2020 11:40:04,1590493203997,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-21-quantised,7
42,1590493204495,26/05/2020 11:40:04,1590493203998,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-22,7
43,1590493204558,26/05/2020 11:40:04,1590493203998,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-22-quantised,7
44,1590493204558,26/05/2020 11:40:04,1590493203999,1,26/05/2020 12:40:03,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-23,
45,1590493204558,26/05/2020 11:40:04,1590493204000,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-24,7
46,1590493204558,26/05/2020 11:40:04,1590493204001,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-24-quantised,7
47,1590493204558,26/05/2020 11:40:04,1590493204001,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-25,7
48,1590493204558,26/05/2020 11:40:04,1590493204002,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-25-quantised,7
49,1590493204558,26/05/2020 11:40:04,1590493204003,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-26-quantised,7
50,1590493204558,26/05/2020 11:40:04,1590493204003,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-26,7
51,1590493204558,26/05/2020 11:40:04,1590493204004,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-27,7
52,1590493204558,26/05/2020 11:40:04,1590493204005,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-27-quantised,7
53,1590493204558,26/05/2020 11:40:04,1590493204005,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-28,7
54,1590493204558,26/05/2020 11:40:04,1590493204006,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-28-quantised,7
55,1590493204558,26/05/2020 11:40:04,1590493204006,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-29,7
56,1590493204558,26/05/2020 11:40:04,1590493204007,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-29-quantised,7
57,1590493204558,26/05/2020 11:40:04,1590493204008,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-30,7
58,1590493204558,26/05/2020 11:40:04,1590493204010,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-30-quantised,7
59,1590493204558,26/05/2020 11:40:04,1590493204012,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-31,7
60,1590493204558,26/05/2020 11:40:04,1590493204013,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,response-31-quantised,7
61,1590493204558,26/05/2020 11:40:04,1590493204015,1,26/05/2020 12:40:04,17411,6,questionnaire-dzon,,5141178,qlm0bu8d,1453092,,complete,serwba,,computer,Desktop or Laptop,Windows 10,Chrome 81.0.4044.138,1536x864,1198x611,,DOSPERT,1,Male,END QUESTIONNAIRE,33149
END OF FILE
