,PrivateID,Motion choice RT,Motion choice accuracy,Best choice samples,Best choice accuracy,Beads samples,Beads liberal,Beads first rating,Beads prior rating,Beads overadjustment,BADE bias,BADE BACE,BADE response,BADE liberal,PDI,PDI-CAPE,CAPS,ASI,DOSPERT,Cognitive ability - crt,Cognitive Ability verbal,Cognitive ability wordsum,0,1,2,3,4,5,6
84,1658370,0.785420666666667,0.966666666666667,4.833333333,6.333333333,8,49,61.5,1.0,0,1.355,0.2075,3.89375,0.4,0,0,19,0,69,0.142857143,0.5,0.428571429,-0.8971236941513654,-0.5294664884971969,0.6332203780128706,-0.6067964352475363,0.38033715497595133,-0.20692112962789055,-0.07619350205973074
85,1658744,0.9959265,0.966666666666667,7.166666667,5.25,8,75,40.0,12.5,-5,-0.81375,0.305,3.47625,0.08625,39,4,65,15,59,0.857142857,1.0,0.642857143,0.8194598982570064,-0.1605076844632323,-2.402915100021484,0.05057440936786395,-0.016355729647539907,0.46467827919517074,-0.7857903921400383
86,1659330,0.680367833333333,0.9,3.166666667,7.0,11,67,53.5,0.0,-5,0.75875,0.30625,4.14375,0.39625,0,0,0,2,84,0.857142857,0.75,0.785714286,-1.002566928329246,0.07397121749006459,0.5440946127755665,0.032839165673063234,-0.08040077231751082,0.8566483694678266,0.8198713186584782
87,1659695,1.07086206896552,0.793103448275862,3.833333333,3.666666667,8,63,50.0,1.0,0,-0.10875,0.205,4.2,0.3775,14,2,0,14,91,0.857142857,1.0,0.642857143,-0.2019893111352943,-0.7587197887469715,-0.32555571030387187,-0.03476190399411552,0.13892486005432741,0.8947008682345872,-1.4024977240324112
88,1659845,1.08263333333333,0.866666666666667,5.333333333,4.833333333,13,63,49.5,0.5,0,0.99375,0.3475,3.40625,0.29625,25,3,0,6,83,0.857142857,1.0,0.857142857,-0.16593318728455053,0.49611968750597274,-0.3424872000357725,0.43480000028906657,0.6965437270143487,0.8093362703901409,-0.5162574674005392
89,1659902,1.55770533333333,0.933333333333333,6.333333333,5.75,13,60,54.5,5.5,0,1.8025,0.32875,3.91,0.4575,0,0,40,25,84,0.571428571,0.75,0.785714286,-0.2893905804332124,0.5171954118445833,1.4859374752743943,-0.22231147629265452,0.18808481025033646,-0.01799900171566322,-0.3353640717065283
90,1660038,1.59139733333333,0.9,6.166666667,5.833333333,11,60,49.5,0.5,-6,0.60375,0.305,4.15,0.3525,0,0,13,9,97,0.428571429,0.25,0.928571429,-0.7670127039392507,0.1694102354249768,0.1404927765565047,-0.0925312056567063,0.4598214668189531,-0.5148579158590515,-0.5886022606800868
91,1660374,1.84910916666667,0.6,3.333333333,5.666666667,28,68,52.5,1.0,-31,1.16125,0.0625,4.53,0.4825,0,0,51,4,76,0.714285714,0.75,0.857142857,-0.8047527626144605,-2.3360872254103886,0.5236129015142944,1.7274801334716308,-0.2782636317293976,0.0938143717149346,0.23906141631583075
92,1664714,0.469674807692308,0.730769230769231,6.5,6.166666667,12,100,74.0,0.0,-6,-0.21125,0.46,3.50125,0.1575,57,5,13,25,103,0.714285714,1.0,0.357142857,1.271928067750118,1.3251924054864859,-1.2384616189774107,0.4338070692736474,-1.5004984040585698,0.5651915690541528,-0.03460722861166435
93,1664950,0.9733535,0.833333333333333,6.666666667,5.333333333,8,75,58.0,1.0,-16,1.44625,0.285,4.1925,0.5525,10,1,7,7,96,0.714285714,0.5,0.928571429,-0.5277552921023743,0.22151751043611126,1.6778612785925993,-0.18743870586626393,-0.3415431530368378,0.0815379690545678,-0.7833961245881914
94,1666583,1.4844,0.9,5.333333333,6.666666667,9,64,54.0,8.0,0,0.7,0.33125,4.11375,0.36,4,1,5,4,68,0.285714286,0.5,0.928571429,-0.670057910251143,0.20202694744512392,0.3583242867484381,-0.36671410339817523,0.06950300724121612,-0.6510666131892164,0.3873118675703294
95,1667188,0.9286045,0.9,4.5,6.416666667,11,55,51.0,0.5,-3,1.19625,0.35375,3.1525,0.5,16,1,6,4,133,0.857142857,0.75,0.714285714,-0.7018253969491351,0.8426624161916889,1.288330345874334,0.0037995456754102487,0.9692762217877878,0.5380776057826708,0.19115059422492223
96,1667540,0.991106166666667,0.866666666666667,5.166666667,6.833333333,9,98,63.5,1.5,-19,-0.7575,0.49125,2.99375,0.13625,0,0,0,0,43,0.428571429,0.75,0.785714286,-0.9470694911257432,1.5517519571779406,-1.2849896481290997,0.5373447811268135,-1.5722211418839014,-0.4919031121576331,0.6730863966921034
97,1667645,3.61242365384615,0.923076923076923,6.166666667,6.5,9,76,50.0,0.5,-25,-0.6825,0.2225,3.02,0.15125,11,0,0,3,57,0.428571429,0.25,0.571428571,-0.8075976883486232,-0.9119430002122004,-1.9814614071980545,0.7500563527788299,0.04782909440461415,-1.2936859999944437,0.03200579002610622
98,1668399,0.7139705,0.9,5.666666667,6.75,13,85,50.0,0.0,-18,0.43625,0.4075,3.59125,0.3525,26,2,6,3,129,0.714285714,1.0,0.785714286,-0.293453783273125,1.0117263965654506,0.08540023733655223,0.7556353174839009,-0.11753093183198722,0.5230407080173298,0.20792744887788334
99,1669416,2.8624975862069,0.827586206896552,6.833333333,6.333333333,12,75,49.0,1.0,0,-0.5475,0.2875,3.6075,0.08875,0,0,28,2,145,0.428571429,0.25,0.5,-0.8190522009905626,-0.17308124964018687,-2.2651315350567867,0.7267988693616917,0.49884772347157336,-0.7401315621547323,-0.5942136740723203
100,1669614,2.04106466666667,0.833333333333333,4.0,6.416666667,17,74,53.0,0.5,-4,1.7125,0.27125,4.39125,0.5,78,9,36,9,78,1.0,0.75,1.0,1.631262175087062,-0.44474000663439267,0.9559031866427035,0.8807951514138411,0.5610124027236449,0.6773728104147366,0.9907008301159628
101,1669740,1.11896666666667,0.966666666666667,4.5,7.5,9,76,50.5,1.0,0,0.035,0.4725,3.1825,0.21375,64,3,28,10,89,0.857142857,0.75,0.857142857,0.5947089622539316,1.4421880024050473,-0.8002389416237644,0.016752813553377086,0.20021037801237426,0.3634218123671612,1.1008654019519262
102,1670716,2.20870983333333,0.966666666666667,4.833333333,7.0,7,63,56.5,0.5,-8,-0.5475,0.2625,3.1025,0.14875,16,1,78,15,99,0.285714286,1.0,0.5,0.05273752245460698,-0.36107342770022094,-1.642436251728957,0.06983236797451307,0.03638254656853727,-0.1747695390630068,0.26245697791691147
103,1674524,1.325643,0.8,7.0,6.166666667,8,94,55.5,0.5,0,1.54375,0.31375,4.12875,0.4025,17,1,25,11,77,0.714285714,1.0,0.642857143,-0.1707210135876184,0.19014335216307257,0.7689766279635992,0.3551341170689155,-0.7076212143276462,0.33323735785044,-0.0757229624276902
104,1677271,1.12760366666667,0.866666666666667,4.166666667,5.75,7,49,64.5,23.5,0,-0.2125,0.4675,3.48375,0.03,5,0,11,7,96,0.857142857,0.5,0.857142857,-0.6842452316657288,1.3903645555044803,-1.8288310898819113,-1.7038100490335901,-0.2825936526979957,0.41747878084427664,0.1608468969087036
105,1683497,0.854989333333333,1.0,4.166666667,6.5,13,100,57.0,0.0,0,0.91625,0.3675,3.89875,0.44875,0,0,0,2,117,1.0,1.0,1.0,-0.9482119053661163,0.925048920551651,1.0457926927433905,0.8908878210541472,-0.7849325469363927,1.1983926659334896,0.26746225045941857
106,1684642,2.216346,0.866666666666667,7.333333333,4.833333333,12,65,52.5,2.5,6,-0.065,0.17375,4.56,0.415,35,2,57,11,112,0.714285714,0.75,0.714285714,0.21913513741285648,-1.0674758399304702,-0.15969613428823062,0.15884387726908597,0.329688459286277,0.1582890627928004,-1.2670317215603086
107,1685050,0.998802,0.933333333333333,7.833333333,4.916666667,13,76,49.5,0.5,-1,1.0475,0.325,3.77375,0.41875,0,0,8,2,100,0.857142857,1.0,1.0,-0.9781269510966342,0.5130500838783548,0.5871416717416869,0.5914979733480037,0.18857085548868757,0.7179766428506599,-1.1129075459269981
108,1685069,0.752135666666667,0.8,5.166666667,7.333333333,12,96,62.5,0.5,-17,-0.00375,0.3675,4.335,0.2925,29,2,38,9,103,0.857142857,0.75,0.714285714,0.1277740767033838,0.47162637548585207,-0.34141908150685907,0.41531381266965217,-1.3700859757083337,0.6203380491476378,0.7033167238168897
109,1687518,1.841503,0.866666666666667,6.0,5.333333333,24,90,50.0,0.0,0,0.90125,0.28125,4.315,0.37375,62,5,100,25,139,0.714285714,0.5,0.785714286,1.5698192700540718,0.028079691079395976,0.038801139907946425,1.5169004331850375,0.10151741689722611,0.06313196973434458,-0.8082862446714968
110,1699890,1.93655566666667,0.866666666666667,6.0,4.333333333,14,71,51.0,0.5,0,1.115,0.3025,4.1725,0.48375,6,1,0,0,75,0.714285714,1.0,0.642857143,-0.8800294802219706,0.1226219586405906,0.9824525054546225,0.6332042347666016,0.2538158318758152,0.2983684299123376,-0.8326477632863756
111,1700492,2.36267683333333,0.9,6.833333333,4.416666667,9,65,37.0,13.0,0,1.8775,0.12625,4.86875,0.79125,48,3,23,13,120,0.428571429,0.75,0.642857143,0.45727261049686674,-1.2779602216005337,2.8709579987812828,-0.19512309092291372,1.077320119331001,-0.7079562977989632,-1.3929190095618262
112,1708928,0.904333333333333,0.933333333333333,7.333333333,3.416666667,8,75,50.0,0.0,-25,1.5025,0.22375,3.97625,0.4775,71,5,123,17,86,0.714285714,0.75,0.857142857,1.6472087046017523,-0.11182997377101614,0.7704984612466784,-0.05082105590557854,-0.06374326981229547,0.35415031622552656,-2.096687264676799
113,1729445,1.813511,0.466666666666667,5.333333333,5.583333333,10,76,52.0,1.0,-6,0.45625,0.2375,4.04875,0.44875,33,3,8,19,76,0.571428571,0.75,0.642857143,0.3418245590602194,-0.8660869328539997,0.37811993746364286,0.4081785376997412,-0.20521322961042374,-0.7197469388123149,-0.03774079393937327
114,1734533,1.219976,0.866666666666667,5.833333333,5.916666667,1,77,74.5,4.5,4,-0.23625,0.24,4.4125,0.1925,73,8,57,6,80,0.142857143,0.25,0.285714286,1.782436055480236,-0.5299352734395449,-1.5327540435991684,-0.9195408605655384,-0.7023019278602513,-0.4361214888277617,-0.44436085293337935
115,1735196,2.074298,0.633333333333333,4.833333333,6.833333333,3,18,33.5,28.0,0,0.925,0.2925,4.35875,0.4025,0,0,11,9,85,0.571428571,0.75,0.714285714,-0.8549861414293215,-0.6438932396397714,0.571200602960902,-2.0787532273125158,1.5414213994771944,-0.7832726573480498,0.9714234156657234
116,1746319,2.13693,0.5,5.666666667,6.416666667,6,50,58.0,0.5,-18,0.96125,0.0825,4.95625,0.52125,0,0,12,9,72,0.857142857,0.75,0.571428571,-0.79784422736102,-2.3002515956971417,0.8928225026979476,-0.5992122451735522,-0.14585280658569935,0.17183074160398945,0.3620366830718123
117,1746425,1.04783033333333,0.933333333333333,4.166666667,6.75,9,60,52.0,1.0,-2,0.915,0.30375,4.2975,0.42,0,0,0,2,53,0.714285714,1.0,0.714285714,-1.0163839719641137,-0.0751910206368788,0.7742146441191365,-0.22520478440957892,0.06709966130788882,0.6758169297319985,0.7799377700999336
118,1747620,0.711185333333333,1.0,2.0,6.333333333,11,65,50.0,1.0,-4,0.7075,0.335,4.2275,0.3725,27,3,55,0,73,0.571428571,1.0,0.928571429,-0.002375322744198506,0.33867867568210414,0.33220326451669846,0.06916580945448535,0.13314983883208828,0.7671195734701901,0.7062755713700378
119,1747661,1.798623,0.733333333333333,5.333333333,6.75,12,70,52.0,0.0,0,1.52125,0.18125,5.0525,0.42125,44,4,33,9,88,0.714285714,1.0,0.857142857,0.5583621429100047,-1.3799154460642185,0.41328271852674897,0.29002701534401515,0.22697513724126872,0.6413121902471157,0.6108976252170428
120,1749517,1.66033183333333,0.9,1.0,4.25,8,100,37.5,0.0,0,0.27375,0.39,3.86375,0.35875,51,6,55,21,96,0.571428571,0.25,0.642857143,1.3584524466156975,1.093668298967732,0.0297379825716211,0.7614368503091861,-0.03123851124570782,-0.511502669633297,-0.741597791435978
121,1752613,1.52051983333333,1.0,2.833333333,6.833333333,8,69,54.5,0.5,4,1.1075,0.23375,4.4025,0.4225,77,10,89,15,96,0.428571429,0.75,0.571428571,2.283468009708222,-0.5444448999591277,0.38558639699118896,0.06007987869921808,0.5385039051947874,0.39677069519974884,0.7240704324725119
122,1752732,0.812347666666667,0.9,7.0,4.083333333,4,85,63.0,30.5,-45,0.08125,0.305,4.20625,0.23375,0,0,0,0,76,0.0,0.0,0.714285714,-0.6683512239282009,0.2382789045392225,-0.7016984771063897,-1.3924197739740372,-1.783034063882211,-1.5482299313966423,-1.821740481667402
123,1753771,3.64238711538462,0.769230769230769,1.833333333,5.416666667,11,65,52.5,4.5,-16,1.47875,0.135,5.27,0.395,47,4,28,7,71,0.857142857,1.0,0.857142857,0.4967256399288787,-1.9102227720456544,0.11367049092579465,0.11331228239556734,0.12449522959730773,0.6899112360622449,0.6566454592213984
124,1754422,1.03374166666667,1.0,5.333333333,6.0,7,75,48.5,5.0,-1,-0.45375,0.45375,3.44375,0.12875,31,2,18,6,92,0.285714286,0.75,0.428571429,-0.011189600556385073,1.3415548443603589,-1.5022254650783282,-0.13055992400076805,0.08893677084391033,-0.309838939626222,-0.25006615332480275
125,1755253,1.04701916666667,0.9,4.5,7.0,25,75,50.0,0.0,0,0.05625,0.4825,2.73625,0.29125,58,6,22,9,78,0.714285714,1.0,0.857142857,0.7460556775392583,1.3935077624348233,-0.46591607847544675,1.7433128192384368,0.6000322409725114,0.10255265290816566,1.2178467896425766
126,1857875,3.08856166666667,0.916666666666667,6.166666667,6.083333333,9,89,61.0,0.0,-10,0.58625,0.23375,4.7025,0.27625,0,0,0,0,80,0.714285714,1.0,0.928571429,-0.9195421409357162,-0.7948015507384377,-0.5672323313540173,0.5095135355830362,-0.8207683732778533,0.5290557826538419,-0.00046734213566065555
127,1861506,1.1711075,0.966666666666667,5.166666667,7.5,11,80,55.0,0.5,0,1.45125,0.3575,4.30375,0.45625,69,6,71,17,87,0.857142857,1.0,0.642857143,1.4945335735101801,0.49303445603236634,1.1038206106547679,0.15727052101065667,-0.0793355201233262,0.8351175607702273,1.1122385676442834
128,1869206,2.15278034482759,0.896551724137931,4.333333333,6.916666667,14,56,51.0,0.0,-4,1.74875,0.15,3.1625,0.495,33,2,0,12,152,0.714285714,0.75,0.5,-0.09858528684307921,-1.0476425054654186,0.9000143173363094,0.5941195944649377,1.4173013734463895,0.3489497569100848,0.2933052151565792
129,1873608,2.51179362068966,0.655172413793103,5.0,5.333333333,9,100,62.5,25.0,0,0.74875,0.31,4.19875,0.4375,81,5,8,7,88,0.285714286,1.0,0.785714286,1.183581096321356,-0.21630181721539507,0.5206713522792502,-0.14708462784725976,-1.050655800936991,-1.127274086277599,0.199633485682992
130,1886378,2.49118916666667,0.833333333333333,6.833333333,5.666666667,1,85,49.0,36.0,0,1.11375,0.2025,3.94625,0.5,119,8,58,20,69,0.571428571,0.0,0.571428571,2.689504077527754,-0.8892815020827988,0.7657611103257627,-1.4486740860952398,-0.11235508717995717,-1.7781695758547225,-0.21714358982386353
131,1890090,1.52423333333333,0.733333333333333,7.0,4.416666667,10,75,50.0,1.0,0,0.16,0.155,4.31,0.31625,18,2,0,1,115,0.428571429,0.5,0.928571429,-0.35566838270992635,-1.2258462244927846,-0.9279135683071398,0.4682936462614237,0.30601531423466233,-0.2757285899359218,-1.6843410423130944
132,1890094,1.15766666666667,0.9,5.333333333,6.833333333,6,51,69.5,16.0,-13,0.7175,0.37875,4.20875,0.43625,46,3,47,4,119,0.714285714,0.25,0.5,0.31920641798524574,0.8595846301045101,0.9466479464923321,-1.7351053350668348,-0.20266769827472123,-0.02809578960010767,0.48359208367037915
133,1890097,1.45987910714286,1.0,4.5,6.5,8,63,64.5,2.0,-19,-0.06625,0.2,4.23875,0.325,21,2,31,8,61,0.857142857,0.75,0.642857143,-0.09902903788085225,-0.935608273211731,-0.4408218885110098,-0.3889459292709963,-0.6154357175696052,0.8770178902427475,0.30598802171273654
134,1890102,1.13011916666667,0.866666666666667,6.833333333,5.666666667,9,78,50.0,0.0,0,0.9575,0.41875,3.60125,0.31,23,3,33,14,97,0.285714286,0.5,0.642857143,0.25697663181425145,1.259304418299909,0.10056798715951731,0.19676126466439456,0.21469759400256283,-0.6573009885634239,-0.6386274539085791
135,1890124,2.1105487037037,0.851851851851852,5.0,6.666666667,7,87,59.5,22.5,-42,-0.0475,0.31375,3.9475,0.305,16,1,46,3,76,0.285714286,0.5,0.714285714,-0.231396451187871,-0.06064914810190286,-0.2585461927371414,-0.5050727165499419,-1.5370864895304364,-1.2119762652748436,0.4615699069279038
136,1891399,2.91857142857143,0.75,4.833333333,6.333333333,15,80,51.0,5.5,10,0.98,0.3075,4.05875,0.44875,0,0,0,0,94,0.571428571,0.75,0.857142857,-1.0901037024444515,-0.08410139031408197,0.8301174659274136,0.8527586255077358,0.16311296738684128,-0.5763100488517454,0.5596623377262406
137,1891592,0.836666666666667,0.933333333333333,5.666666667,7.0,12,66,50.0,1.0,0,1.26375,0.265,2.935,0.44,0,0,18,0,78,0.857142857,0.0,0.785714286,-1.031205589883142,0.12018533140296474,0.7973725514085196,0.32185107527434453,0.619864800003328,-0.2133976975697221,0.2647036351542562
138,1895116,1.75654933333333,0.833333333333333,5.0,5.166666667,13,93,49.5,0.5,11,0.11875,0.20125,4.3,0.35875,0,0,34,4,84,0.857142857,1.0,0.785714286,-0.7314282325379367,-0.8537403573764186,-0.31014124628548245,1.0883348093426917,-0.513599182449658,0.6134034389514833,-0.5943072385546666
139,1895248,2.2099545,0.866666666666667,8.0,5.666666667,12,74,49.5,0.5,0,1.845,0.12375,5.1025,0.585,11,1,26,5,108,0.571428571,0.5,0.714285714,-0.4566522075824408,-1.3836445920111726,1.5912699992640227,0.37811519646852493,0.3697374603444613,-0.11909396097428594,-0.9087358002848692
140,1895331,2.30412232142857,0.75,5.5,7.666666667,27,62,50.0,0.0,0,1.7375,0.29125,3.0975,0.5,15,1,10,3,63,0.857142857,0.5,0.857142857,-0.8419293236289623,-0.23604506836723393,1.2583524068710523,1.6767191721473278,0.9834081325884024,-0.48554418673244926,1.5731597240905837
141,1895392,2.3745165,0.866666666666667,6.333333333,6.416666667,1,74,73.5,23.5,-10,0.9475,0.39875,3.97125,0.335,0,0,0,3,40,0.714285714,0.75,0.0,-0.8402170737227772,0.733705040170622,0.6114933321469743,-1.6113673498283043,-1.453722203607111,-0.2735072012293281,0.7423039692030647
