,PrivateID,Motion choice RT,Motion choice accuracy,Best choice samples,Best choice accuracy,Beads samples,Beads liberal,Beads first rating,Beads prior rating,Beads overadjustment,BADE bias,BADE BACE,BADE response,BADE liberal,PDI,PDI-CAPE,CAPS,ASI,DOSPERT,Cognitive ability - crt,Cognitive Ability verbal,Cognitive ability wordsum,0,1,2,3,4,5,6
24,1649991,1.48087892857143,0.607142857142857,5.5,6.166666667,4,50,57.0,0.5,-10,0.65125,0.09875,5.10375,0.37125,41,2,27,13,105,0.142857143,0.75,0.571428571,0.37935470703147395,-2.0774713233700575,-0.25142987423622387,-0.9337997585956942,0.21865411223618375,-0.33067642047080614,-0.3057453111754492
25,1649994,1.47103866666667,0.966666666666667,6.666666667,5.166666667,12,76,50.5,0.5,0,0.365,0.3675,3.36375,0.29625,0,0,0,1,85,0.428571429,0.25,0.714285714,-1.0030789933744009,0.9025525349469156,-0.29217617433995446,0.4919122873800223,0.2634521991235138,-0.6710007130779656,-0.9867690246632022
26,1650000,1.65030766666667,0.9,5.833333333,6.0,13,60,52.0,0.0,-2,0.61875,0.2225,4.8525,0.33375,29,4,0,0,80,0.857142857,1.0,0.785714286,-0.06162540532760624,-0.9959670212884757,-0.46460096294693826,0.2794087587023805,0.5090342946465704,1.103935144123441,0.08417297391727162
27,1650011,1.59993379310345,0.586206896551724,6.5,5.916666667,9,90,59.0,0.5,0,1.32125,0.18375,3.9,0.3975,23,2,17,6,107,0.428571429,1.0,0.785714286,-0.07293817076629186,-1.0406520716097272,0.19307792775953936,0.6928230736584421,-0.4096059795426004,-0.17228851025276254,-0.311361643882484
28,1650023,2.44999316666667,0.966666666666667,7.0,5.833333333,11,85,50.0,0.0,0,0.08875,0.3675,3.66125,0.4175,54,6,32,9,96,0.0,0.75,0.642857143,0.9306791097246373,0.6091162043952485,0.23885839872106654,0.9048625790240974,0.37881207784457904,-1.3065814320676565,-0.41432824769118337
29,1650024,1.0512635,0.8,6.0,6.0,8,75,57.5,1.0,-10,0.3875,0.33125,3.85875,0.4975,21,2,6,0,64,0.714285714,1.0,0.785714286,-0.4773704906358697,0.24766703613461935,0.9713333377937081,0.09588077685270689,-0.4320130059108186,0.153041630218156,0.15736084343820766
30,1650025,1.49305816666667,0.966666666666667,6.0,6.5,13,75,50.5,0.0,0,0.96875,0.37125,3.25875,0.39625,38,4,25,7,89,1.0,0.5,0.928571429,0.24647219174350515,0.8245097512220152,0.4259081737875092,0.6068463996398196,0.5395848386105804,0.32934582636793003,0.288846265016327
31,1650060,2.0744375,0.7,6.166666667,6.833333333,8,76,58.0,5.5,-10,0.86375,0.3525,3.99,0.41625,27,4,53,4,64,0.857142857,1.0,0.928571429,0.19891719159339163,0.18279220163234666,0.6001055595652991,0.05237869273419098,-0.4693468234130285,0.09546374639943318,0.9895425775755868
32,1650062,1.17947833333333,1.0,4.666666667,5.5,9,94,57.5,0.0,0,1.41875,0.3325,3.7725,0.45,10,1,0,7,120,0.857142857,0.75,0.928571429,-0.5033723145993941,0.8097405502272493,1.0905336052924275,0.4483781880765195,-0.42034831156154845,0.8177125396949344,-0.5403027965675813
33,1650063,1.18963683333333,0.9,4.166666667,6.75,13,68,49.5,19.5,1,-0.675,0.44,3.25625,0.0875,45,5,17,9,90,0.285714286,0.75,0.714285714,0.6700108094763305,0.8586758869527024,-1.9618608441766716,-0.06146858368078638,0.24276639749880818,-0.6181278104897532,0.7289300296454547
34,1650087,1.0037,0.966666666666667,5.5,6.166666667,5,74,75.5,25.5,0,0.45125,0.225,4.51,0.35625,14,0,0,6,81,1.0,1.0,0.857142857,-0.4965374114173148,-0.6442288972974662,0.18375386525143333,-1.5219518391092994,-1.5180319630778325,1.1945056603398283,0.12560946267366932
35,1650099,2.91320346153846,0.692307692307692,4.5,6.333333333,9,40,57.5,17.5,0,-0.19,0.24375,3.92125,0.19,43,3,55,16,51,0.857142857,0.75,0.714285714,0.5467020130114507,-1.1009079806845914,-1.4360635652739995,-1.0370371806852154,0.3002180140841699,-0.14708644703595425,0.9219652397342635
36,1650107,2.67272732142857,0.857142857142857,6.333333333,6.666666667,11,55,49.5,1.5,-7,0.9675,0.4375,3.22,0.335,0,0,0,1,83,0.285714286,0.0,0.642857143,-1.1396214159654525,1.259022669696926,0.3696705045402369,-0.010862013254695312,0.9708536456684944,-1.5966884283442138,0.3530945370081636
37,1650123,1.14967366666667,0.9,5.666666667,5.916666667,11,44,50.0,0.0,0,0.4,0.45375,2.7225,0.22125,45,8,32,15,99,0.714285714,1.0,0.928571429,1.0899000757812258,1.3182935405097846,-0.9138924304371452,0.12198187352655984,1.4877858569958569,0.5296415410402839,0.1484167057620192
38,1650129,1.023848,0.733333333333333,6.333333333,5.25,12,85,53.0,0.0,0,1.27375,0.37125,3.13,0.4375,38,3,5,3,89,0.571428571,1.0,0.642857143,-0.005649469100463637,0.7970904212710803,0.7294707186507039,0.8324784092674148,0.12067168470375768,-0.14861945747020744,-0.3700000701305187
39,1650130,1.41416566666667,0.933333333333333,5.5,4.833333333,30,55,51.5,0.0,0,0.865,0.4425,3.28375,0.23375,20,2,0,2,122,0.714285714,0.75,0.928571429,-0.625131082956644,1.355760732241775,-0.6608962901600037,1.498863034281892,1.2661437863841936,0.49300802549572703,-0.5337965296182744
40,1650135,1.500749,0.9,5.0,6.5,8,65,57.0,1.0,0,-0.1075,0.28125,3.46625,0.14125,30,3,10,16,82,0.571428571,0.5,0.785714286,0.31471707470585963,-0.24921795297352278,-1.6611337098196495,-0.10481208317675837,0.2000567237990068,0.06480846481874393,0.07298612080380969
41,1650195,1.049058,0.933333333333333,4.5,4.916666667,8,71,54.5,4.5,-14,2.07,0.1575,5.01625,0.49875,75,5,153,16,74,0.142857143,0.5,0.714285714,1.9295035363588209,-0.8790240743758438,1.2584530824699518,-0.5983499504825343,-0.27664423641760794,-0.3386560561117481,-0.8628886805401832
